ID	Statement	Label (0 is False)	Source	Region	Date	Link	Comment	Original text
47	The government of former president Jair Bolsonaro (PL) generated more jobs than the mandates of Luiz Inácio Lula da Silva (PT) and Dilma Rousseff (PT) combined	0	AFP FactCheck	LATIN AMERICA	18 September 2023	https://checamos.afp.com/doc.afp.com.33VG4RA		O governo do ex-presidente Jair Bolsonaro (PL) não gerou mais empregos do que os mandatos de Luiz Inácio Lula da Silva (PT) e Dilma Rousseff (PT) juntos
48	President Santiago Peña has declared war on Argentina	0	AFP FactCheck	LATIN AMERICA	21 September 2023	https://factual.afp.com/doc.afp.com.33W23YF		el presidente Santiago Peña le declaró la guerra a Argentina.
49	The independent expert from the United Nations Víctor Madrigal-Borloz presented a report on the “intersections” between two human rights: freedom of worship and non-discrimination, warning “Christians” that if they did not accept the “legalization of pedophilia” they would be “excluded from society.”	0	AFP FactCheck	LATIN AMERICA	15 August 2023	https://checamos.afp.com/doc.afp.com.33R69MR		o especialista independente da Organização das Nações Unidas Víctor Madrigal-Borloz apresentou um relatório sobre as “interseções” entre dois direitos humanos: a liberdade de culto e a não discriminação. Mas usuários nas redes sociais compartilharam mais de 11 mil vezes, desde 6 de agosto, que o especialista alertou os “cristãos” que, se não aceitassem a “legalização da pedofilia”, seriam “excluídos da sociedade”
50	The Electoral Observation Mission of the Organization of American States (OAS) asked to cancel the elections of August 20, 2023 in Ecuador	0	AFP FactCheck	LATIN AMERICA	30 August 2023	https://factual.afp.com/doc.afp.com.33TX3QF		La Misión de Observación Electoral de la Organización de Estados Americanos (OEA) no pidió anular las elecciones del 20 de agosto de 2023 en Ecuador
51	Cristiano Ronaldo converted to Buddhism and became a monk. 	0	AFP FactCheck	EUROPE	25 August 2023	https://factcheck.afp.com/doc.afp.com.33RA9K6		
52	After a Sweden-based Iraqi refugee burned pages of the Koran in June 2023, the Swedish presidential palace was on fire and the blaze was an act of divine retribution.	0	AFP FactCheck	EUROPE	27 July 2023	https://factcheck.afp.com/doc.afp.com.33PN9ZT		
53	"Serbia is banning showings of the new ""Barbie"" movie because it features a distorted map of the Balkan region."	0	AFP FactCheck	EUROPE	25 July 2023	https://factcheck.afp.com/doc.afp.com.33PV7DD		
54	France's largest library was burned down by a mob in June 2023.	0	AFP FactCheck	EUROPE	14 July 2023	https://factcheck.afp.com/doc.afp.com.33NK3FB		
55	A spike in cases of a rare heart condition among infants in the United Kingdom is related to Covid-19 vaccination.	0	AFP FactCheck	EUROPE	13 July 2023	https://factcheck.afp.com/doc.afp.com.33NP8R7		
56	Sweden’s sports authorities approved sex as a national sport in June 2023.	0	AFP FactCheck	EUROPE	14 June 2023	https://factcheck.afp.com/doc.afp.com.33J87HA		
57	BBC News has admitted Covid-19 vaccines are to blame for record excess deaths in the UK in 2022.	0	AFP FactCheck	EUROPE	8 May 2023	https://factcheck.afp.com/doc.afp.com.33E97EQ		
58	A CNN tweet quoted Ukrainian President Volodymyr Zelensky saying he plans to change his war-torn nation's demographics through mass immigration.	0	AFP FactCheck	EUROPE	1 May 2023	https://factcheck.afp.com/doc.afp.com.33E889Z		
59	Football superstar Cristiano Ronaldo supported Indonesia's rejection of Israel's participation in the U20 World Cup in 2023 due to his support for the Palestinian cause. 	0	AFP FactCheck	EUROPE	28 April 2023	https://factcheck.afp.com/doc.afp.com.33DR3EP		
60	Russian President Vladimir Putin wished South Africa’s former president Jacob Zuma a happy birthday on live television. 	0	AFP FactCheck	EUROPE	23 April 2023	https://factcheck.afp.com/doc.afp.com.33DM2GT		
61	US President Joe Biden used a short phrase to deliver a coded message about surface-to-air missiles during a speech in Ireland. 	0	AFP FactCheck	EUROPE	20 April 2023	https://factcheck.afp.com/doc.afp.com.33DH3YG		
62	US President Joe Biden's arrived in Belfast on April 11, 2023 and failed to recognize and shoved aside British Prime Minister Rishi Sunak.	0	AFP FactCheck	EUROPE	13 April 2023	https://factcheck.afp.com/doc.afp.com.33D648F		
63	Switzerland banned Covid-19 shots in April 2023.	0	AFP FactCheck	EUROPE	12 April 2023	https://factcheck.afp.com/doc.afp.com.33CZ8KQ		
64	"Democratic Republic of Congo President Felix Tshisekedi pointed his French counterpart Emmanuel Macron after Macron said ""Africa should be handed over to France"". "	0	AFP FactCheck	EUROPE	27 March 2023	https://factcheck.afp.com/doc.afp.com.33BQ7JJ		
65	"Former British prime minister Liz Truss mocked India for being a country that ""listens with rapt attention to illiterate politicians and godmen""."	0	AFP FactCheck	EUROPE	24 March 2023	https://factcheck.afp.com/doc.afp.com.33BT94E		
66	A Turkish imam kissed the paw of a dog who had saved people from the rubble of the devastating 2023 earthquake in Turkey.	0	AFP FactCheck	EUROPE	17 March 2023	https://factcheck.afp.com/doc.afp.com.33AW823		
67	Climate activist Greta Thunberg deleted a 2018 tweet that predicted the world would end in five years after the projection failed to come true.	0	AFP FactCheck	EUROPE	17 March 2023	https://factcheck.afp.com/doc.afp.com.33BH8XZ		
68	A top court in Spain ruled Covid is a bioweapon with a patent.	0	AFP FactCheck	EUROPE	16 March 2023	https://factcheck.afp.com/doc.afp.com.33BE8HZ		
69	Russian President Vladimir Putin called for the destruction of Covid-19 vaccines.	0	AFP FactCheck	EUROPE	13 March 2023	https://factcheck.afp.com/doc.afp.com.33AW67R		
70	Volodymyr Zelensky earns $11 million per month, has billions in assets, including a $35 million house in Florida, and numerous other trappings of a moneyed lifestyle. 	0	AFP FactCheck	EUROPE	9 March 2023	https://factcheck.afp.com/doc.afp.com.33A99GQ	This is unproven	
71	The devastating earthquake in Turkey and Syria in February 2023 was man-made and triggered by the US-based High-frequency Active Auroral Research Program (HAARP) research facility.	0	AFP FactCheck	EUROPE	8 March 2023	https://factcheck.afp.com/doc.afp.com.33AN6CP		
72	Ukrainian President Volodymyr Zelensky said America's sons and daughters will be obligated to fight and die for his country.	0	AFP FactCheck	EUROPE	2 March 2023	https://factcheck.afp.com/doc.afp.com.33AB726	This is misleading.	
73	Western embassies in Turkey removed their ambassadors from the country shortly before a devastating earthquake on February 6th 2023.	0	AFP FactCheck	EUROPE	2 March 2023	https://factcheck.afp.com/doc.afp.com.33A63MC		
74	An article from the Guardian was published which is about tomato shortages due to the United Kingdom's exit from the European Union.	0	AFP FactCheck	EUROPE	1 March 2023	https://factcheck.afp.com/doc.afp.com.33AA2PH		
75	Joe Biden tumbled down the stairs as he disembarked from Air Force One upon arrival in Warsaw, Poland, on February 20, 2023. 	0	AFP FactCheck	EUROPE	24 February 2023	https://factcheck.afp.com/doc.afp.com.339Y4GX		
1	Rare floods ravaged areas along the middle and lower reaches of China's Yellow River in September and October 2021 as heavy rain not seen in decades hit the region.	1	China Daily	ASIA-PACIFIC	15 October 2021	https://www.chinadaily.com.cn/a/202110/15/WS616938c0a310cdd39bc6f3fa.html		
2	Second torchbearer, former Chinese track speed skater Li Jiajun ran with the Olympic flame during the Olympic flame lighting ceremony for the Beijing 2022 Winter Olympics in Olympia, Greece on Oct 18, 2021.	1	China Daily	ASIA-PACIFIC	18 October 2021	https://www.chinadaily.com.cn/a/202110/18/WS616d3aa6a310cdd39bc6fa8f_7.html		
3	The 19th Central Committee of the Communist Party of China convened its sixth plenary session in Beijing from November 8 to 11, 2021.	1	China Daily	ASIA-PACIFIC	12 November 2021	https://global.chinadaily.com.cn/a/202111/12/WS618da386a310cdd39bc74dcd.html		
4	President Xi Jinping attended the 28th Asia-Pacific Economic Cooperation Economic Leaders' Meeting via video link, in Beijing, Nov 12, 2021. 	1	China Daily	ASIA-PACIFIC	13 November 2021	https://www.chinadaily.com.cn/a/202111/13/WS618eeeeca310cdd39bc75191_4.html		
5	"China International Development Cooperation Agency spokesperson Xu Wei said that ""China is willing to provide emergency humanitarian assistance to the people affected by tornadoes in the United States according to their needs""."	1	China Daily	ASIA-PACIFIC	13 December 2021	https://www.chinadaily.com.cn/a/202112/13/WS61b721cca310cdd39bc7b117.html		
6	Hong Kong Chief Executive Carrie Lam Cheng Yuet-ngor proposed in 2022 for the creation of a new bureau to handle culture, sports and tourism affairs, and streamlining bureaus to focus on affairs related to youth policy, housing and pandemic control.	1	China Daily	ASIA-PACIFIC	12 January 2022	https://www.chinadaily.com.cn/a/202201/12/WS61de6e57a310cdd39bc80987.html		
7	Chinese men's ice hockey team scored two historic goals in its second game of the Beijing Winter Olympics, but still lost 3-2 to world No 5 Germany.	1	China Daily	ASIA-PACIFIC	12 February 2022	https://www.chinadaily.com.cn/a/202202/12/WS6207a6aaa310cdd39bc86408.html		
8	Chinese Ambassador to the United States Qin Gang test drove a Sany excavator in Peachtree City, Georgia, on May 12, 2022.	1	China Daily	ASIA-PACIFIC	14 May 2022	https://global.chinadaily.com.cn/a/202205/14/WS627ef3eea310fd2b29e5caf8.html		
9	President Xi Jinping praised Ta Kung Pao, known as the oldest Chinese-language newspaper still in circulation in the world, for its role in serving the country and maintaining prosperity and stability in the Hong Kong Special Administrative Region, urging it to write a new chapter for national rejuvenation in the new era.	1	China Daily	ASIA-PACIFIC	13 June 2022	https://www.chinadaily.com.cn/a/202206/13/WS62a675c6a310fd2b29e62380.html		
10	President Xi Jinping visited Xinjiang University in the city of Urumqi, capital of Northwest China's Xinjiang Uygur autonomous region, July 12, 2022. 	1	China Daily	ASIA-PACIFIC	17 July 2022	https://www.chinadaily.com.cn/a/202207/17/WS62d3c878a310fd2b29e6cc36.html		
11	Prime Minister Narendra Modi invited US President Joe Biden to be the chief guest at the January 26 Republic Day celebrations during their bilateral meeting on the sidelines of the 2023 G20 summit.	1	The Times of India	ASIA-PACIFIC	20 September 2023	https://timesofindia.indiatimes.com/india/pm-modi-invited-us-president-joe-biden-to-january-26-republic-day-parade-american-ambassador-eric-garcetti/articleshow/103809284.cms		
12	Honda Motorcycle and Scooter India (HMSI) reported total sales of 338,310 units, witnessing a decline of 23.7% in July 2023.	1	The Times of India	ASIA-PACIFIC	2 August 2023	https://timesofindia.indiatimes.com/auto/bikes/honda-motorcycle-scooter-india-sales-decline-24-in-july-2023/articleshow/102346145.cms		
13	Rakshit Shetty put off trip to the US in 2023 so he could vote.	1	The Times of India	ASIA-PACIFIC	12 May 2023	https://timesofindia.indiatimes.com/entertainment/kannada/movies/news/rakshit-shetty-put-off-trip-to-the-us-so-he-could-vote/articleshow/100163577.cms		
14	Mumbai court accepted Javed Akhtar's application seeking early hearing in defamation case against Kangana Ranaut.	1	The Times of India	ASIA-PACIFIC	5 March 2023	https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/mumbai-court-accepts-javed-akhtars-application-seeking-early-hearing-in-defamation-case-against-kangana-ranaut/articleshow/98429095.cms		
15	Former Pakistan president Pervez Musharraf was buried in Karachi.	1	The Times of India	ASIA-PACIFIC	8 February 2023	https://timesofindia.indiatimes.com/world/pakistan/musharraf-buried-in-karachi/articleshow/97707264.cms		
16	Broward County in Florida declared November as 'Hindu Heritage Month'.	1	The Times of India	ASIA-PACIFIC	12 September 2023	https://timesofindia.indiatimes.com/world/us/india-and-us/broward-county-in-florida-declares-november-as-hindu-heritage-month/articleshow/103611072.cms		
17	Kolkata Knight Riders defeated in-form Rajasthan Royals by seven wickets to snap their five-match losing streak in the Indian Premier League in 2022.	1	The Times of India	ASIA-PACIFIC	3 May 2022	https://economictimes.indiatimes.com/news/newsblogs/daily-news-and-latest-updates-live-02-may-2022/liveblog/91245864.cms		
18	According to PM Modi in 2022, in last 7-8 years Indian govt transferred over Rs 22 lakh crore through direct benefits transfer to beneficiaries' bank accounts.	1	The Times of India	ASIA-PACIFIC	2 May 2022	https://economictimes.indiatimes.com/news/newsblogs/daily-news-and-latest-updates-live-02-may-2022/liveblog/91245864.cms		
19	Prime Minister Narendra Modi inaugurated the seventh edition of the Raisina dialogue on April 25, 2022.	1	The Times of India	ASIA-PACIFIC	25 April 2022	https://timesofindia.indiatimes.com/india/pm-modi-to-inaugurate-7th-edition-of-raisina-dialogue-today/articleshow/91060493.cms		
20	Prime Minister Narendra Modi announced that India's tiger population increased to 3,167 in 2022 from 2,967.	1	The Times of India	ASIA-PACIFIC	9 April 2023	https://timesofindia.indiatimes.com/india/indias-tiger-population-up-from-2967-to-3167-in-2022-pm-modi/articleshow/99356138.cms?from=mdr		
21	Gazan authorities have announced the discovery of a Roman-era cemetery consisting of more than 60 tombs in the north of the Palestinian enclave.	1	Xinhua	ASIA-PACIFIC	12 December 2022	http://english.news.cn/20221212/cb939b9647cc46729a85d51b5a924330/c.html		
22	In 2022, China launched cargo craft Tianzhou-5 for space station supplies.	1	Xinhua	ASIA-PACIFIC	12 November 2022	https://english.news.cn/20221112/e018e86cb2a14df080bd4b93a1831f4b/c.html		
23	In Nov 2022, Chinese Premier Li Keqiang met with International Monetary Fund (IMF) Managing Director Kristalina Georgieva on the sidelines of the leaders' meetings on East Asia cooperation.	1	Xinhua	ASIA-PACIFIC	13 November 2022	https://english.news.cn/20221113/90cf0407fb1345599d46d21423cec5b2/c.html		
24	The press center for the upcoming 20th National Congress of the Communist Party of China (CPC) officially opened on Oct 12th 2022 to provide services for journalists covering the congress.	1	Xinhua	ASIA-PACIFIC	12 October 2022	https://english.news.cn/20221012/31e2b8941b524265bf7684f1e71465b7/c.html		
25	Chinese Vice President Wang Qishan visited the British embassy in Beijing in 2022 to mourn the passing of Queen Elizabeth II of the United Kingdom.	1	Xinhua	ASIA-PACIFIC	12 September 2022	https://english.news.cn/20220912/bbe88d3284c04ca3bffbeee2397f8f32/c.html		
26	The Imo State Government White Paper Implementation Committee on Lands and other Related Matters said it has recovered and returned a total of 987 properties from former governor of the State, Rochas Okorocha, to their owners.	1	The Sun	AFRICA	30 November 2021	https://sunnewsonline.com/987-properties-recovered-from-okorocha-returned-to-owners-imo-govt-reveals/		
27	Performance Director of the Athletics Federation of Nigeria (AFN), former 400m hurdler, Victor Okorie, has joined the ‘Team Leaders Site Visit’ for a tour of facilities in the U.S. city of Eugene, Oregon, ahead of the 2022 World Athletics Championship.	1	The Sun	AFRICA	9 November 2021	https://sunnewsonline.com/afn-director-okorie-joins-team-leaders-tour-in-usa/		
28	In Nov 2021, stray bullet of a vigilante operative in Oraifite street, Enekwasimpu Obosi layout in Idemili North Local Government Area of Anambra state has reportedly killed a 24-year-old only son of his family.	1	The Sun	AFRICA	15 November 2021	https://sunnewsonline.com/stray-bullet-kills-only-son-in-anambra/		
29	Access Bank Art X Prize has announced Chigozie Obi as the winner of its 2021 art competition.	1	The Sun	AFRICA	11 October 2021	https://sunnewsonline.com/access-bank-announces-winner-of-n1-8-million-art-x-prize/		
30	National Association of Nigeria Travel Agencies (NANTA) has accused the US Embassy in Nigeria of stigmatisation after a US consulate official said visa facilitators and travel agents, especially in Lagos, were responsible for the delay in securing visa appointments.	1	The Sun	AFRICA	09 February 2022	https://sunnewsonline.com/travel-agents-accuse-us-consulate-of-bias/		
31	Former Registrar, Joint Admission and Matriculation Board (JAMB), Prof. Adedibu Ojerinde, opted for a plea bargain with the Independent Corrupt Practices and other related offences Commission (ICPC) in the alleged N5 billion fraud case against him.	1	The Sun	AFRICA	9 February 2022	https://sunnewsonline.com/n5bn-fraud-ex-jamb-registrar-ojerinde-seeks-plea-bargain/		
32	The burial of the late Mrs Hope Kelechi Nnadi was at Umuafom Orogwe, Owerri-West LGA, Imo State on Wednesday, February 23, 2022	1	The Sun	AFRICA	27 February 2022	https://sunnewsonline.com/the-burial-of-the-late-mrs-hope-kelechi-nnadi-at-umuafom-orogwe-owerri-west-lga-imo-state-on-wednesday-february-23-2022/?expand_article=1		
33	In one of the Kebbi attacks, 18 soldiers were killed on March 8th 2022, while eight others were injured in a deadly ambush on their patrol team by terrorists in Kanya community of Danko Wasagu Local Government Area of the state.	1	The Sun	AFRICA	16 March 2022	https://sunnewsonline.com/the-massacre-in-niger-kebbi/		
34	The Nigeria Extractive Industries Transparency Initiative (NEITI) released its 2020 audit report which shows that 51 oil and gas companies owe the federal government $3.17 billion (N1.32 trillion).	1	The Sun	AFRICA	7 March 2022	https://sunnewsonline.com/51-firms-owe-fg-n1-32-trillion-neiti-audit-report-says/		
35	In 2022, Edo communities protested Okomu oil palm company over alleged marginalisation, oppression.	1	The Sun	AFRICA	5 May 2022	https://sunnewsonline.com/edo-communities-protest-okomu-oil-palm-company-over-alleged-marginalisation-oppression/		
36	Sharing of the largesse of the July 16th 2022 governorship election caused chaos in Ede, the hometown of the Osun State Governor-Elect, Ademola Adeleke, as three persons were killed and properties worth millions of naira destroyed.	1	The Sun	AFRICA	7 August 2022	https://sunnewsonline.com/3-killed-property-destroyed-as-osun-politicians-fight-over-election-largesse/		
37	The International Bridge connecting Nigeria and Benin Republic in Chakanda, Baruten Local Government Area of Kwara State, collapsed following a heavy downpour in Aug 2022.	1	The Sun	AFRICA	16 August 2022	https://sunnewsonline.com/bridge-connecting-nigeriabenin-republic-collapses/		
38	Former member of the House of Representatives Mrs Doris Uboh has said the recent feats of Nigerian women in sports deserve to be celebrated.	1	The Sun	AFRICA	27 July 2022	https://sunnewsonline.com/uboh-celebrates-nigerian-women-in-sports/		
39	A non-governmental group, Owo is One Association (OIOA), has lauded stakeholders in the community’s traditional institution for the arrest of suspected gunmen who massacred scores of worshipers at Saint Francis Catholic Church, Owo, Ondo Stateon Sunday, June 5 2022.	1	The Sun	AFRICA	13 August 2022	https://sunnewsonline.com/owo-massacre-group-lauds-traditionalists-on-arrest-of-suspected-terrorists/		
40	According to a document from the United Nations Human Rights Council’s Working Group on Arbitrary Detention, the UN, has called on the  Nigerian Government to, “immediately release Kanu unconditionally” and pay him adequate compensations for the arbitrary violation of his fundamental human rights.	1	The Sun	AFRICA	23 July 2022	https://sunnewsonline.com/breaking-un-demands-immediate-release-of-nnamdi-kanu/		
41	The National Drug Law Enforcement Agency, NDLEA, arrested a trans-border drug dealer, Pastor Anietie Okon Effiong with three drums of crystal methamphetamine, locally called Mkpuru Mmiri, believed to have been imported from India.	1	The Sun	AFRICA	7 August 2022	https://sunnewsonline.com/pastor-arrested-with-3-drums-of-mkpuru-mmiri-in-akwa-ibom/		
42	On Friday 29 July, the Egyptian Ministry of Foreign Affairs sent a letter to the President of the UN Security Council to voice Egypt’s rejection of Ethiopia’s continued unilateral filling of the GERD’s lake, which is a violation of the 2015 Declaration of Principles Agreement and a clear violation of international agreements.	1	Daily News Egypt	AFRICA	8 August 2022	https://www.dailynewsegypt.com/2022/08/08/gerds-reservoir-reaches-7bn-cbm-no-reason-for-fear-expert/		
43	In 2018, a hot air balloon crashed in Luxor due to bad weather, killing a South African tourist and wounding 12 others.	1	Daily News Egypt	AFRICA	18 July 2022	https://www.dailynewsegypt.com/2022/07/18/egypts-civil-aviation-ministry-suspends-hot-air-balloons-after-luxor-incident/		
44	Al-Sisi pardoned human rights lawyer, politician Zyad El-Elaimy after 3 years in prison	1	Daily News Egypt	AFRICA	24 October 2022	https://www.dailynewsegypt.com/2022/10/24/al-sisi-pardons-human-rights-lawyer-politician-zyad-el-elaimy-after-3-years-in-prison/		
45	 Egypt’s Foreign Minister Sameh Shoukry and his Greek counterpart Nikos Dendias signed a maritime search and rescue agreement in Cairo in Nov 2022.	1	Daily News Egypt	AFRICA	22 November 2022	https://www.dailynewsegypt.com/2022/11/22/egypt-greece-sign-agreement-on-maritime-rescue/		
46	President Abdel Fattah Al-Sisi gave the green-light to Egyptian sports authorities to make a bid to host the 2036 Olympic Games.	1	Daily News Egypt	AFRICA	24 September 2022	https://www.dailynewsegypt.com/2022/09/24/al-sisi-approves-egypts-bid-to-host-2036-olympic-games/		
47	Rania Al-Mashat, Minister of International Cooperation, and Michele Quaroni, Italian Ambassador to Egypt, presided over the periodic meeting of the Committee for the Management of Local Remuneration for the Egyptian-Italian Debt Swap Program for Development.	1	Daily News Egypt	AFRICA	2 November 2022	https://www.dailynewsegypt.com/2022/11/02/egyptian-italian-debt-swap-programme-begins-procedures-for-fourth-tranche/		
48	Egypt’s President Abdel Fattah Al-Sisi received CEO of Maersk Soren Seko to discuss a project to produce clean fuel for ships in Egypt with $15bn investment.	1	Daily News Egypt	AFRICA	19 September 2022	https://www.dailynewsegypt.com/2022/09/19/egypts-al-sisi-maersk-ceo-discuss-15bn-project-to-produce-green-fuel-for-ships/		
49	ِEgypt’s fintech startup Nexta secured $3 investment led by e-finance in Oct 2022.	1	Daily News Egypt	AFRICA	23 October 2022	https://www.dailynewsegypt.com/2022/10/23/%D9%90egypts-fintech-startup-nexta-secures-3-investment-led-by-e-finance/		
50	Egypt KOICA signed $8m agreement to enhance educational capacity of Beni-Suef Technological University.	1	Daily News Egypt	AFRICA	21 September 2023	https://www.dailynewsegypt.com/2023/09/21/egypt-koica-sign-8m-agreement-to-enhance-educational-capacity-of-beni-suef-technological-university/		
51	Turkey's Rumeysa Gelgi, who stands at 215.16cm (7ft 0.7in), was declared the tallest woman alive in 2021.	1	Khaleej Times	MIDDLE EAST	13 October 2021	https://www.khaleejtimes.com/offbeat/video-24-year-old-declared-worlds-tallest-woman-alive		
52	Dubai’s property sector reached a new milestone in the third quarter of 2021, as it became the best third quarter ever in terms of transaction value in the history of the emirate’s real estate sector.	1	Khaleej Times	MIDDLE EAST	13 October 2021	https://www.khaleejtimes.com/property/dubai-property-records-highest-ever-third-quarterly-sales-transaction-at-dh42-35-billion		
53	The Mohammed Bin Rashid Space Centre (MBRSC) has joined forces with Airbus Defence and Space for the Emirates Lunar Mission.	1	Khaleej Times	MIDDLE EAST	28 October 2021	https://www.khaleejtimes.com/uae/uae-mbrsc-airbus-partner-for-emirates-lunar-mission		
54	Sheikh Hamdan bin Mohammed bin Rashid Al Maktoum, Crown Prince of Dubai and Chairman of The Executive Council, announced the merger of the Dubai Economy and Department of Tourism and Commerce Marketing and appointed Helal Saeed Al Marri as director-general of the new department.	1	Khaleej Times	MIDDLE EAST	6 November 2021	https://www.khaleejtimes.com/government/dubai-sheikh-hamdan-announces-merger-of-ministry-of-economy-department-of-tourism		
55	Arab world's legendary singer, Sabah Fakhri, dies at 88.	1	Khaleej Times	MIDDLE EAST	2 November 2021	https://www.khaleejtimes.com/mena/arab-worlds-legendary-singer-sabah-fakhri-dies-at-88		
56	Khalifa University and the United Arab Emirates University have been listed in the 351-400 bracket of the Times Higher Education World University Rankings 2022.	1	Khaleej Times	MIDDLE EAST	2 September 2021	https://www.khaleejtimes.com/uae/two-uae-universities-rank-among-worlds-top-400		
57	Dubai World Trade Centre (DWTC) launched its Food For Future Summit and Expo in association with Expo 2020 Dubai’s Food, Agriculture and Livelihoods Week in 2022.	1	Khaleej Times	MIDDLE EAST	28 January 2022	https://www.khaleejtimes.com/business/dwtc-launches-food-for-future-summit-and-expo		
58	The UAE’s Ministry of Interior banned drones and light sports aircraft for owners, practitioners and enthusiasts in 2022.	1	Khaleej Times	MIDDLE EAST	23 January 2022	https://www.khaleejtimes.com/government/uae-bans-drones-fines-jail-term-all-you-need-to-know		
59	Islamic Fintech startup IMAN, closed a $1 million in seed funding in Feb 2022 to introduce a new financial product that is Shariah-compliant in Muslim markets.	1	Khaleej Times	MIDDLE EAST	22 February 2022	https://www.khaleejtimes.com/business/iman-closes-1m-in-seed-funding-round		
60	Sheikh Khalifa bin Zayed Al Nahyan passed away on Friday, May 13, 2022.	1	Khaleej Times	MIDDLE EAST	13 May 2022	https://www.khaleejtimes.com/uae/sheikh-khalifa-passes-away-mohamed-bin-zayed-mourns-loss-of-brother-and-mentor		
61	In 2022, Khaleej Times, UAE's first and leading English daily news publication announced an exclusive programmatic display partnership deal with AndBeyond.Media, the new-age and tech-first ad solutions business.	1	Khaleej Times	MIDDLE EAST	24 May 2022	https://www.khaleejtimes.com/uae/khaleej-times-appoints-andbeyond-media-as-preferred-partner-for-programmatic-ads		
62	President Widodo invited Sheikh Mohamed to attend the G20 Summit in Indonesia.	1	Khaleej Times	MIDDLE EAST	4 May 2022	https://www.khaleejtimes.com/uae/sheikh-mohamed-indonesian-president-discuss-strengthening-ties		
63	CBRE said the total volume of transactions in Dubai’s residential market surged 33 per cent to 5,542 in May 2022.	1	Khaleej Times	MIDDLE EAST	14 June 2022	https://www.khaleejtimes.com/property/dubai-property-transactions-hit-13-year-high-in-may		
64	Zywa, a teen-focused fintech startup re-imagining banking for Gen Z in the Middle East and North Africa, has announced a seed funding round of $3 million in 2022.	1	Khaleej Times	MIDDLE EAST	23 Aug 2022	https://www.khaleejtimes.com/business/hub71-teen-focused-fintech-startup-zywa-raises-3m-seed-round		
65	Dubai Police officers arrested a notorious drug dealer known as 'The Bat’ in a 10-day operation.	1	Khaleej Times	MIDDLE EAST	28 October 2022	https://www.khaleejtimes.com/crime/dubai-police-arrest-notorious-drug-dealer-the-bat		
66	In 2022, the world’s first true hybrid work experience center (HWEC) opened its doors to the public in Dubai Design District (d3).	1	Khaleej Times	MIDDLE EAST	16 November 2022	https://www.khaleejtimes.com/kt-network/worlds-first-hybrid-work-experience-centre-opens-in-dubai		
67	In 2022, Dr Mohamed Bechari, secretary general of the UAE-based World Muslim Communities Council, joined Islamic Coin as an executive board member. 	1	Khaleej Times	MIDDLE EAST	20 October 2022	https://www.khaleejtimes.com/kt-network/dr-mohamed-bechari-joins-islamic-coins-executive-board		
